Paper_ID,Citation,Paper_Type,Core_Problem,Proposed_Method,Key_Assumptions,Datasets_Used,Main_Result,Limitations,Future_Work,Static_or_Dynamic,Single_or_MultiTier,Severity_Mentioned,Camp_Tag,RQ_Relevance,Contradicts_Aligns,Quality_Signal,Terminology_Definitions,Reusable_Figures
"39-Physics-Informed Neural Networks for Process Systems- Handling Plant-Model Mismatch","Moayedi F, Chandrasekar A, Rasmussen S, Sarna S, Corbett B, Mhaskar P. Physics-Informed Neural Networks for Process Systems: Handling Plant-Model Mismatch. Industrial & Engineering Chemistry Research 2024, 63, 13650-13659.","Framework-Model Proposal","First-principles models have parametric mismatches; data-driven models fail to capture physical characteristics; need to leverage both with limited data to handle plant-model mismatch and improve predictive performance.","PINN combining data-driven RNN with physics-based model (ODEs); data loss (MSE between predictions and data) and physics loss (MSE between NN derivatives and ODE derivatives); Euler method for derivatives; handles plant-model mismatch with parametric scaling.","PINN can incorporate physical knowledge while using limited data; physics loss enforces constraints; PINN can correct for plant-model mismatch; outperforms purely data-driven and purely physics-based models.","Two CSTRs in series; first-principles model with parametric mismatch (volume, Arrhenius constant, heat capacity scaled by 0.7); 50 training points; noisy data.","PINN achieves MSE 2.305e-3 (CA1), 2.252e-4 (T1), 1.808e-3 (CA2), 2.421e-4 (T2) on test set; outperforms RNN and FPM with plant-model mismatch; correctly predicts physical behavior (changes to CSTR2 inlet don't affect CSTR1 output).","PINN performance depends on signal-to-noise ratio; may converge to FPM accuracy with high noise; requires differentiable ODEs; limited to systems with known physics; hyperparameter tuning (C1, C2 weights).","Explore PINN performance under different noise levels; application to more complex systems; online learning; integration with control; handling of incomplete physics models.","Dynamic + Justification: Uses RNN for dynamic modeling; ODE-based physics for time derivatives; handles dynamic process behavior.","Not Applicable","Yes: Plant-model mismatch can affect safety; process safety and control discussed.","pinn-plant-model-mismatch","High: Addresses dynamic allocation of AI model complexity; uses PINN for robust fault detection under model mismatch.","Aligns with RQ focus on dynamic resource allocation; handles uncertainty.","Peer-reviewed","Key terms: Physics-informed neural networks (PINN); Plant-model mismatch; Recurrent neural networks (RNN); CSTR; Data-driven modeling; Hybrid modeling.","Yes: Figure 1-8 (CSTR schematic, RNN/PINN architectures, results), Table 1-3 (parameters, MSE comparison)."
"40-Physics-Informed Neural Networks for Dynamic Process Operations with Limited Physical Knowledge and Data","Velioglu M, Zhai S, Rupprecht S, Mitsos A, Jupke A, Dahmen M. Physics-Informed Neural Networks for Dynamic Process Operations with Limited Physical Knowledge and Data.","Framework-Model Proposal","Need to estimate unmeasured process states when constitutive equations are unknown and data is limited; can PINNs infer such states by leveraging known physics equations and data on measured states?","PINN with semi-explicit DAE physics model; incidence matrix heuristic for state estimation capability; vanilla ANN benchmark; tested on Van de Vusse CSTR and liquid-liquid separator with varying physical knowledge and data availability.","PINN can estimate unmeasured states even if constitutive equations are unknown; incidence matrix heuristic can assess feasibility; more physics knowledge improves performance; adding relevant inputs (physical properties) improves estimation.","Van de Vusse CSTR and liquid-liquid separator; synthetic data from full mechanistic models; varying physical knowledge (mole balances, energy balances, reaction rates); varying data availability (low/high data regimes).","PINN outperforms vanilla ANN on all case studies; extrapolation error lower with more physics knowledge; PINN can estimate algebraic states (reaction rates, rate constants) with <10% MAPE; differential state estimation possible if incidence matrix full-column rank (T estimation works, TK estimation fails).","Incidence matrix heuristic not necessary/sufficient; PINN performance depends on data quality; requires differentiable physics; only tested on simulator data; computational cost of PINN training.","Implicit DAE models; improved heuristic based on observability theory; comparison with hybrid models; transformer-based PINN; experimental validation; online learning.","Dynamic + Justification: Uses PINN for dynamic process modeling; handles time-dependent states; semi-explicit DAE physics.","Not Applicable","No: Focuses on state estimation, not explicitly fault detection or severity; process modeling and state estimation.","pinn-state-estimation","Low: Addresses PINN for state estimation, not directly multi-tier orchestration for fault detection; supports process monitoring.","Not directly aligned with RQ focus on fault detection; addresses state estimation.","Peer-reviewed","Key terms: Physics-informed neural networks (PINN); State estimation; Semi-explicit DAE; Van de Vusse reactor; Liquid-liquid separator; Incidence matrix; Partial physical knowledge.","Yes: Figure 1-8 (PINN architectures, CSTR/separator schematics, results), Figure 9-16 (estimation results, extrapolation), Table 1-11 (case settings, results, comparisons)."
"41-Hybrid neural networks for improved chemical process modeling Bridging data-driven insights with physical co","Mousa J, Negny S, Ouaret R. Hybrid neural networks for improved chemical process modeling: Bridging data-driven insights with physical consistency.","Framework-Model Proposal","Standalone neural networks struggle to adhere to fundamental physical laws; existing hybrid methods rely on soft constraints; need for hard constraint enforcement without sacrificing computational efficiency or flexibility.","NN + NDR: neural network predictions post-processed by nonlinear data reconciliation (NDR) with hard physical constraints; NDR uses mean/covariance from ensemble predictions and nonlinear constraints (equilibrium, mass balance); compared with NN+KKT and KKT+PINN.","NN + NDR can strictly enforce physical laws; modular structure decouples prediction from constraint enforcement; hard constraints ensure physical consistency; outperforms soft-constraint methods; robust to noise and data scarcity.","Gibbs reactor (toluene hydrogenation) and integrated reactor-distillation process; equilibrium constant and mass balance constraints; noisy data and data scarcity scenarios.","NN+NDR achieves zero equilibrium constraint error vs NN (MAE 258,972); outperforms NN+KKT (MAE 8,876) and KKT+PINN (MAE 5,765) in constraint enforcement; robust to noise and 90% data reduction; maintains physical consistency even with sparse data and reduced inputs.","Requires good NN predictions for effective reconciliation; computational cost of ensemble predictions; NDR optimization can be non-convex; only tested on steady-state systems; requires known physical constraints.","Dynamic, time-dependent systems; integration with economic optimization; online adaptation; application to other chemical processes; improved handling of data scarcity.","Static + Justification: Focuses on steady-state reconciliation, not dynamic process modeling; uses ensemble NN predictions for static constraints.","Not Applicable","No: Focuses on constraint enforcement, not explicitly fault detection or severity; process modeling and data reconciliation.","nn-ndr-hybrid-modeling","Low: Addresses hybrid modeling for constraint enforcement, not directly multi-tier orchestration for fault detection; supports process modeling.","Not directly aligned with RQ focus on fault detection; addresses physical consistency.","Peer-reviewed","Key terms: Neural networks; Nonlinear data reconciliation (NDR); Karush-Kuhn-Tucker (KKT); Physics-informed neural networks (PINN); Hard constraints; Hybrid modeling; Gibbs reactor.","Yes: Figure 1-5 (Venn diagram, flowsheets, architectures), Figure 6-16 (results, error comparisons, robustness tests), Table 1 (comparison of hybrid methods)."
"42-Physics-informed recurrent neural network modeling for predictive control of nonlinear processes☆","Zheng Y, Hu C, Wang X, Wu Z. Physics-informed recurrent neural network modeling for predictive control of nonlinear processes. Journal of Process Control 2023, 128, 103005.","Framework-Model Proposal","ML models for MPC suffer from generalization issues due to limited training data; need to embed physical knowledge into RNN models to improve generalization and noise rejection.","PIRNN (physics-informed RNN): RNN with physics-guided loss function (ODE residuals); generalization error bound via Rademacher complexity; PIRNN-based LMPC; dropout for noise rejection; compared with standard RNN and purely physics-driven RNN.","Physics-informed loss improves generalization; dropout helps with noisy data; PIRNN outperforms standard RNN on extrapolation; generalization error bound depends on training loss, Rademacher complexity, and sample size.","CSTR with exothermic reaction; Gaussian measurement noise; limited training data near steady-state; collocation points across stability region.","PIRNN achieves near-perfect extrapolation vs standard RNN (fails beyond training range); PIRNN-based LMPC outperforms RNN-based LMPC (faster convergence, less oscillation); noise rejection better than purely physics-driven RNN; closed-loop stability guaranteed.","Requires known ODEs for physics loss; PIRNN performance depends on hyperparameter tuning (w_X, w_G); dropout may reduce model complexity; generalization bound may be conservative; only tested on CSTR.","Online PIRNN update for changing conditions; application to partially-known physics; other RNN variants (LSTM, GRU); real-time MPC implementation; handling of unmeasured states.","Dynamic + Justification: Uses RNN for dynamic modeling; physics loss for ODE constraints; MPC for predictive control.","Not Applicable","Yes: Process safety and stability discussed; measurement noise and disturbances considered.","pinn-rnn-mpc","High: Addresses dynamic allocation of AI model complexity; proposes PIRNN for robust control under noise.","Aligns with RQ focus on dynamic resource allocation; handles uncertainty.","Peer-reviewed","Key terms: Physics-informed neural networks (PINN); Recurrent neural networks (RNN); Model predictive control (MPC); Generalization error; Rademacher complexity; CSTR; Gaussian noise.","Yes: Figure 1-8 (PIRNN architecture, open-loop results, closed-loop comparisons), Table 1-2 (parameters, results)."
"43-Process structure-based recurrent neural network modeling for model predictive control of nonlinear processes","Wu Z, Rincon D, Christofides PD. Process structure-based recurrent neural network modeling for model predictive control of nonlinear processes. Journal of Process Control 2020, 89, 74-84.","Framework-Model Proposal","Fully-connected RNN models treat all inputs as affecting all outputs; chemical processes have known structural relationships (e.g., upstream affects downstream); need to incorporate a priori process knowledge into RNN architecture.","Three physics-based RNN approaches: hybrid model (RNN + first-principles), partially-connected RNN (based on input-output relationships), weight-constrained RNN (constraints on weights); RNN-based LMPC and LEMPC.","Partially-connected RNN reduces parameters and improves performance; weight constraints can enforce structural knowledge; hybrid model bridges first-principles and data; incorporating process knowledge improves approximation and control.","Two CSTRs in series; structural knowledge: inputs to CSTR1 affect CSTR1 outputs; inputs to CSTR2 affect both; 4 states, 4 manipulated inputs.","Partially-connected and weight-constrained RNN outperform fully-connected RNN on open-loop prediction (RMSE lower by orders of magnitude); RNN-LMPC using physics-based models converges faster (within 0.05h vs oscillations for F-RNN); RNN-LEMPC achieves higher economic profits.","Requires known input-output relationships; partially-connected architecture may not generalize to unknown relationships; weight constraints require careful tuning; hybrid model requires first-principles model; only tested on two CSTRs.","Extension to high-dimensional systems with sparsity regularization; relative gain array for input-output pairing; online RNN update for disturbances; ensemble learning; parallel computing for efficiency.","Dynamic + Justification: Uses RNN for dynamic modeling; handles process dynamics; MPC for predictive control.","Not Applicable","Yes: Process safety and stability discussed; closed-loop stability guaranteed.","process-structure-rnn-mpc","High: Addresses dynamic allocation of AI model complexity; uses process knowledge to improve RNN efficiency for MPC.","Aligns with RQ focus on dynamic resource allocation; integrates process knowledge.","Peer-reviewed","Key terms: Recurrent neural networks (RNN); Process structure; Model predictive control (MPC); Partially-connected RNN; Weight-constrained RNN; Hybrid model; CSTR.","Yes: Figure 1-4 (RNN architectures, process flow), Figure 5-8 (state profiles, Lyapunov values, economic profits), Table 1-2 (parameters, RMSE comparison)."
"44-Benchmarking Domain Adaptation for Chemical Processes on the Tennessee Eastman Process","Eduardo Fernandes Montesuma, Michela Mulas, Fred Ngolè Mboula, Francesco Corona, Antoine Souloumiac. Benchmarking Domain Adaptation for Chemical Processes on the Tennessee Eastman Process. 2023.","Empirical Study","Evaluating domain adaptation methods for fault diagnosis in chemical processes under distributional shift between production modes.","Proposed a benchmark based on TEP with data processing pipeline; tested 11 shallow and deep domain adaptation methods, with optimal transport-based techniques showing superiority.","Assumes faults are detected and labeled in source domain; target domain unlabeled; different modes induce distribution shifts.","Tennessee Eastman Process (TEP) simulations from Reinartz et al. (2021) with 28 faults, 6 modes, 34 continuous variables.","Optimal transport-based methods (OTDA, JDOT, WJDOT) outperform MMD and H-distance-based methods in single and multi-source DA.","Limited to TEP; small dataset size; ad-hoc interventions required; some methods show negative transfer between similar modes.","Extend to real industrial processes; explore adaptive curriculum learning; improve generalization with disentangled representation learning.","Static + justification: domain adaptation is performed offline on historical data from different production modes; the framework learns fixed mappings/classifiers per mode, not dynamically adapting in real-time.","Multi-tier + justification: TEP has multiple production modes (6) acting as source domains; multi-source DA methods leverage data from several modes to adapt to a target mode.","Yes + paraphrase: faults are process disturbances causing deviations; severity mentioned via fault magnitudes (25%, 50%, 75%, 100%) affecting system shutdown.","dynamic-edge-orchestration","High","Not determinable from single paper","Peer-reviewed (conference/workshop)","Domain adaptation, Optimal Transport, Wasserstein distance, MMD, H-distance, fault diagnosis, TEP.","Yes + description: Figures include TEP P&ID, correlation matrices, mode embeddings, and performance comparison plots (e.g., Fig. 4-9)."
"45-Smart filter aided domain adversarial neural network for fault diagnosis in noisy indust","Baorui Dai, Gaëtan Frusque, Tianfu Li, Qi Li, Olga Fink. Smart Filter-Aided Domain Adversarial Neural Network for Fault Diagnosis in Noisy Industrial Scenarios. 2023.","Framework-Model Proposal","Unsupervised domain adaptation for fault diagnosis under unknown noise levels and types between source and target domains, including simulation-to-real transfer.","Proposed SFDANN: smart filter (LWPT + WPT + guidance loss) to enforce time-frequency similarity, followed by DANN for domain-invariant feature learning.","Assumes source labels available, target unlabeled; noise levels/types unknown; source data may be noise-free or controlled, target noisy.","CWRU bearing dataset (modified with Gaussian noise, SNR 0/-5); self-collected axial piston pump dataset; slab track dataset (simulation-to-real).","SFDANN outperforms state-of-the-art UDA methods (JAN, MK-MMD, CORAL, DANN, CDANN) in noisy scenarios; achieves 96.3% avg accuracy at SNR=0 and 83.9% at SNR=-5 on CWRU.","Additional computational cost of smart filter; hyperparameter sensitivity; requires careful selection of decomposition layers and data input strategy.","Apply to partial domain adaptation; evaluate on other transfer tasks (e.g., different sensor types); extend to EEG/ECG and speech recognition.","Dynamic + justification: smart filter dynamically enforces similarity between source and target domains during training via guidance loss and adversarial learning; model adapts to changing noise conditions.","Single-tier + justification: framework transfers knowledge from a single labeled source domain to a single unlabeled target domain; no multi-tier architecture.","Yes + quote: ""unknown levels and types of noise can amplify the difficulty of domain alignment"" and ""severely affecting the diagnostic performance""; SNR metrics used.","dynamic-noise-robust-DA","High","Not determinable from single paper","Peer-reviewed (journal)","Learnable Wavelet Packet Transform (LWPT), Smart Filter, Domain Adversarial Neural Network (DANN), Guidance Loss, Unsupervised Domain Adaptation (UDA).","Yes + description: Figures include DANN architecture, LWPT/WPT structures, SFDANN framework, t-SNE visualizations, spectral analysis plots (Fig. 12-13)."
"46-Cross-Domain_Open_Set_Fault_Diagnosis_Based_on_Wei","Huaqing Wang, Zhitao Xu, Xingwei Tong, Liuyang Song. Cross-Domain Open Set Fault Diagnosis Based on Weighted Domain Adaptation with Double Classifiers. Sensors 2023, 23, 2137.","Framework-Model Proposal","Open-set fault diagnosis where target domain contains unknown fault classes not present in source, causing negative transfer and sample aliasing.","Proposed WDADC: weighting module based on JS divergence to assign weights to target samples; double classifiers to improve generalization via discrepancy maximization; weighted loss for positive transfer.","Assumes source labels available; target unlabeled; shared classes exist between domains; target may contain non-shared classes.","Laboratory gearbox dataset (6 fault types, 3 speeds); CWRU bearing dataset (4 types, 3 loads); IMS dataset; centrifugal pump dataset (industrial).","WDADC achieves 96.01% avg accuracy on gearbox, 98.53% on CWRU, 80.23% on cross-equipment tasks, outperforming DANN, CORAL, OpenMax, ANMAC, OSBP.","Computational cost higher due to similarity calculation; limited to rotating machinery; imbalance in real datasets may affect results.","Extend to imbalanced datasets; apply to more industrial scenarios; improve computational efficiency.","Static + justification: model is trained offline on historical data with fixed thresholds and weights; no online adaptation of the model itself.","Multi-tier + justification: experiments involve multiple source domains (different speeds/loads/equipment) and target domains; cross-equipment tasks are multi-tier.","No","open-set-weighting-double-classifier","High","Not determinable from single paper","Peer-reviewed (journal, MDPI Sensors)","Open set domain adaptation, JS divergence, Weighted domain adaptation, Double classifiers, Negative transfer, Shared/non-shared classes.","Yes + description: Figures include framework diagram, t-SNE visualizations, confusion matrices, test rig photos (Fig. 4-10)."
"47. A Model Transfer Learning Based Fault Diagnosis Method for Chemical Processes With Small Samples","Jun-Wei Zhu, Bo Wang, Xin Wang. A Model Transfer Learning Based Fault Diagnosis Method for Chemical Processes With Small Samples. 2023.","Framework-Model Proposal","Fault diagnosis in chemical processes with small samples; traditional methods require sufficient fault data, which is unrealistic.","Proposed SR-TL: data self-generating-based transfer learning (DSGTL) using SR-CGAN to generate fault samples; sample reconstruction-based CNN (SR-CNN) to extract spatial and temporal features; model-based TL to reduce dependency on generated data quality.","Assumes limited real fault samples; generated data distribution differs from real; faults propagate with time lag and spatial correlation.","Tennessee Eastman Process (TE) with 19 fault types; 31 variables; 20 training samples per fault.","SR-TL achieves 80.9% accuracy for 10 faults and 75.6% for 19 faults, outperforming MLP, GAN-MLP, DCNN, and Wasserstein-TL.","Performance depends on quality of generated samples; requires expert knowledge for sample reconstruction; not validated on real industrial processes.","Apply to real industrial processes; discuss deployment challenges.","Static + justification: model is trained offline using generated and real samples; no real-time dynamic adaptation; fine-tuning is performed offline on historical data.","Single-tier + justification: focuses on single-source domain (TE process) with multiple fault types; no multi-source or multi-tier domain adaptation.","No","small-sample-CNN-transfer","High","Not determinable from single paper","Peer-reviewed (journal)","Data self-generating-based transfer learning (DSGTL), Sample reconstruction-based CNN (SR-CNN), Generative adversarial network (GAN), Small sample learning, Spatial-temporal feature extraction.","Yes + description: Figures include SR-CGAN framework, SR-CNN structure, training loss/accuracy curves, confusion matrix, t-SNE visualization (Fig. 1-7)."
"48-Review of imbalanced fault diagnosis technology based on generative adversarial networks","Hualin Chen, Jianan Wei, Haisong Huang, Yage Yuan, Jiaxin Wang. Review of imbalanced fault diagnosis technology based on generative adversarial networks. 2024.","Survey","Imbalanced fault diagnosis in industrial settings; review of GAN-based techniques for handling various imbalance scenarios (noise, intra/inter-class, multi-class, time series).","Comprehensive review of GAN variants (unsupervised, supervised, semi-supervised) and their applications in imbalanced fault diagnosis; categorizes data forms (time series, frequency, images) and network structures.","Assumes GANs can generate realistic samples; imbalance problems are prevalent in industry; different GAN variants address different imbalance types.","Various: CWRU, IMS, PHM2010 milling cutter, planetary gearbox, centrifugal pump, HVAC systems, nuclear power, PV arrays, etc.","GAN-based methods effectively address small-sample imbalance; optimal transport-based and conditional GANs show superior performance; key trends: transfer learning, anomaly detection, digital twins.","GAN training instability, mode collapse, lack of interpretability, privacy concerns, limited real-world validation.","Develop adaptive curriculum learning; improve interpretability; integrate with federated learning; address multi-source multi-fault scenarios.","Dynamic + justification: review includes TimeGAN, WGAN, and conditional variants that can adapt to temporal dynamics; however, most methods are offline augmentation.","Multi-tier + justification: covers multi-source DA, multi-class imbalance, and cross-domain scenarios; many GAN variants support multi-tier setups.","Yes + paraphrase: severity mentioned in context of fault severity levels (e.g., inner/outer fault sizes) and imbalance ratios (e.g., 150:1).","GAN-based-imbalance-review","High","Not determinable from single paper","Peer-reviewed (journal)","GAN, Imbalanced fault diagnosis, Data augmentation, Transfer learning, Anomaly detection, Time series generation, Conditional GAN, Wasserstein GAN.","Yes + description: Figures include GAN structure, noise division methods, multi-class imbalance schematic, time series imbalance, process flow diagrams, application scenario summaries."
"49IMBA~1.MD","Peng Peng, Hanrong Zhang, Xinyue Wang, Wanqiu Huang, Hongwei Wang. Imbalanced Chemical Process Fault Diagnosis Using Balancing GAN With Active Sample Selection. 2023.","Framework-Model Proposal","Imbalanced fault diagnosis in chemical processes; existing GAN methods suffer from: 1) not utilizing label info, 2) blind addition of synthetic samples without quality assurance.","Proposed ALBAGAN: BAGAN (Balancing GAN) with conditional info to generate multiple minority-class samples simultaneously; active learning (AL)-based sample selection strategy to select informative samples; SAE-based DNN with weighted samples.","Assumes conditional information improves generation; generated samples vary in quality; informative samples are those near classification boundary.","Tennessee Eastman Process (TE) dataset (21 faults, 500 normal, 480 fault training samples).","ALBAGAN achieves 78.01% avg G-means for binary imbalanced tasks (10:1 ratio) and 99.23% for multiclass tasks, outperforming GAN, WGAN-GP, CGAN, ACGAN, BAGAN.","Requires threshold tuning for AL; weights for samples (W, W_OS, W_IS) are heuristic; limited to TE process.","Apply to few-shot learning; develop root cause analysis; handle out-of-distribution problems; extend to other fault diagnosis tasks.","Static + justification: BAGAN and DNN are trained offline; sample selection and weighting are offline; no online model adaptation.","Single-tier + justification: focuses on single-source domain (TE process) with multiple fault classes; no multi-tier or cross-domain adaptation.","No","BAGAN-active-learning","High","Not determinable from single paper","Peer-reviewed (journal, IEEE)","Balancing GAN (BAGAN), Active learning, Sample selection strategy, Stacked autoencoder (SAE), Imbalanced fault diagnosis, G-means.","Yes + description: Figures include BAGAN structure, t-SNE visualizations of generated samples before/after selection, augmented training set visualizations (Fig. 1-5)."
"50-A Gradient-Penalized Conditional TimeGAN Combined with Multi-Scale Importance-Aware Network for Fault Diagnosis Under Imbalanced .","Ranyang Deng, Dongning Chen, Chengyu Yao, Dongbo Hu, Qinggui Xian, Sheng Zhang. A Gradient-Penalized Conditional TimeGAN Combined with Multi-Scale Importance-Aware Network for Fault Diagnosis Under Imbalanced Data. Sensors 2025, 25, 6825.","Framework-Model Proposal","Imbalanced fault diagnosis in rotating machinery; TimeGAN suffers from unstable training and uncontrollable generation outcomes.","Proposed CTGAN-MSIN: CTGAN (Conditional TimeGAN with Wasserstein distance, gradient penalty, and conditional labels) for data augmentation; MSIN (Multi-scale Importance-aware Network) with MDSR (Multi-scale Depthwise Separable Residual) and SELA (Scale Enhanced Local Attention) for classification.","Assumes TimeGAN issues can be mitigated with Wasserstein distance and gradient penalty; multi-scale features have varying importance; depthwise separable convolutions reduce complexity.","HUST bearing dataset (4 states, 3900-4800 rpm); axial piston pump dataset (8 states, 15 MPa, 30 kHz).","CTGAN-MSIN achieves 98.75% accuracy on HUST bearing and 96.50% on piston pump at 15:1 imbalance ratio, outperforming CVAE, TimeVAE, SMOTE, GAN, WGAN, DCGAN, COT-GAN.","CTGAN training time relatively long; hyperparameters manually configured; not validated on very high-dimensional or streaming data.","Optimize CTGAN hyperparameters with algorithms; design lightweight GAN to reduce computational cost.","Dynamic + justification: CTGAN uses gradient penalty and conditional labels to dynamically generate high-quality fault samples; MSIN adaptively weights scale features; however, overall framework is offline training.","Single-tier + justification: each case study involves a single source domain (one dataset) with multiple fault types; no multi-tier or cross-domain transfer.","No","timeGAN-conditional-multiscale","High","Not determinable from single paper","Peer-reviewed (journal, MDPI Sensors)","Conditional TimeGAN, Wasserstein distance, Gradient penalty, Multi-scale Importance-aware Network, Depthwise Separable Residual, Scale Enhanced Local Attention.","Yes + description: Figures include TimeGAN/CTGAN structure, MDSR/SELA/MSIN architectures, t-SNE visualizations, confusion matrices, distribution plots (Fig. 1-21)."
"67-Explainable_Artificial_Intelligence_for_Fault_Diagnosis_of_Industrial_Processes","Kyojin Jang, Karl Ezra Salgado Pilario, Nayoung Lee, Il Moon, Jonggeol Na. Explainable Artificial Intelligence for Fault Diagnosis of Industrial Processes. IEEE Transactions on Industrial Informatics, 2023.","Framework-Model Proposal","Deep learning models for fault detection are black-box and lack interpretability, limiting trust and adoption in industrial settings.","Proposed framework: Adversarial Autoencoder (AAE) for fault detection with combined monitoring index (T^2 and SPE); SHAP values to explain fault diagnosis by allocating contributions of input variables to the monitoring index.","Assumes AAE provides state-of-the-art detection; SHAP can explain black-box models; combined monitoring index captures both latent and reconstruction space deviations.","Continuous Stirred-Tank Reactor (CSTR) with 11 faults; Tennessee Eastman (TE) process with 21 faults.","AAE-based model shows best F1 scores; SHAP-based fault diagnosis outperforms reconstruction-based contribution, eliminating smearing effect, isolating single and multiple faults, and distinguishing fault types via hierarchical clustering.","Computational cost of SHAP for high-dimensional data; uses kernel SHAP approximation; limited to causal effect estimation.","Develop XAI-based fault propagation method examining causal inference between fault status and physical behavior.","Static + justification: AAE and SHAP are trained offline on historical normal data; online monitoring uses fixed thresholds and base values; no dynamic model update.","Single-tier + justification: each case study involves a single process (CSTR or TE) with multiple fault types; no multi-tier or cross-domain adaptation.","Yes + paraphrase: severity mentioned via fault magnitudes and types; FDR/FAR/F1 scores quantify detection performance across faults.","XAI-SHAP-AAE","High","Not determinable from single paper","Peer-reviewed (journal, IEEE TII)","Explainable AI (XAI), Shapley additive explanations (SHAP), Adversarial autoencoder (AAE), Fault detection and diagnosis (FDD), Combined monitoring index, Smearing effect.","Yes + description: Figures include AAE architecture, SHAP workflow, contribution maps, SHAP value distributions, hierarchical clustering heatmaps (Fig. 1-6)."
"66-Explainable artificial intelligence in fault detection and diagnosis a review ","Ahmed Maged, Salah Haridy, Mohamed Hosny, Herman Shen. Explainable artificial intelligence in fault detection and diagnosis: a review of methods, applications, and implementation challenges. Journal of Industrial and Production Engineering, 2026.","Survey","Review of XAI methods for fault detection and diagnosis in manufacturing; aims to bridge gap between advanced fault detection models and practical adoption.","Systematic literature review of XAI techniques for industrial FDD; proposes taxonomy (model-agnostic, model-specific, hybrid rule-based); analyzes trends, methods, applications, challenges.","Assumes XAI is critical for trust in safety-critical settings; high accuracy alone insufficient; practitioners need interpretable decisions.","Various industrial applications: energy systems, rotating machinery, chemical processes, industrial automation, structural health monitoring.","SHAP and feature importance are most widely used; LIME has limited adoption due to scalability; model-specific methods enhance interpretability but face scalability challenges; DL-based XAI methods dominate after 2020.","High computational cost, restricted real-time performance, scalability constraints, lack of standardized evaluation metrics for explanation quality.","Develop unified metrics and benchmarks for explanation quality; integrate XAI into real-time FDD systems; address generalization, uncertainty quantification, human-centered studies.","Dynamic + justification: XAI methods can be applied online to explain real-time predictions; however, most industrial applications use static post-hoc explanations.","Single-tier + justification: review covers FDD across various industrial domains but does not focus on multi-tier architectures.","Yes + paraphrase: severity mentioned in context of fault classification and risk assessment; safety-critical applications emphasized.","XAI-FDD-review","High","Not determinable from single paper","Peer-reviewed (journal)","Explainable AI (XAI), Fault detection and diagnosis (FDD), Interpretable machine learning, Model-agnostic, Model-specific, SHAP, LIME, CAM, LRP, CBR, PDP, ICE.","Yes + description: Figures include XAI operational framework, taxonomy diagram, scatter plot matrix, feature importance, LIME/SHAP plots, PDP/ICE curves, trend analyses."
"65-CUR~1.MD","Yu Wang, Jie Gao, Wei Wang, Xu Yang, Jinsong Du. Curriculum learning-based domain generalization for cross-domain fault diagnosis with category shift. 2024.","Framework-Model Proposal","Cross-domain fault diagnosis under category shift (source-category-shift and target-category-shift) where source domains have incomplete label spaces and target domain includes unknown faults.","Proposed CLDG: mixup-based reciprocal point learning (RPL) classifier for target-category-shift; conditional domain discriminator for domain shift; curriculum learning strategy to use high-observation-degree categories to guide low-observation-degree category feature extraction.","Assumes category observation degree reflects category prevalence across source domains; normal samples available in all source domains; unknown classes exist in target.","KAT bearing dataset (4 working conditions, 9 categories); DIRG bearing dataset (6 working conditions, 7 categories).","CLDG outperforms ERM, MMD, MADA, LRDG, AOSDGN, DCTN, GlocalNet, MTCCS; achieves 90.60% ACC_M and 88.85% ACC_T on KAT; 85.95% ACC_M and 85.06% ACC_T on DIRG.","Curriculum learning strategy lacks intelligence; performance degrades when most categories are private; current two-phase training may not scale.","Develop adaptive curriculum learning; optimize algorithm using shared and non-shared categorical information; use disentangled representation learning.","Dynamic + justification: domain generalization aims to handle unseen target domains; curriculum learning dynamically trains categories in phases; however, overall framework is offline.","Multi-tier + justification: multiple source domains (K=3 or 5) with incomplete label spaces; target domain is unseen; category shift across sources and target.","No","curriculum-learning-category-shift","High","Not determinable from single paper","Peer-reviewed (journal)","Domain generalization, Category shift, Curriculum learning, Reciprocal point learning, Conditional domain discriminator, Source-category-shift, Target-category-shift.","Yes + description: Figures include domain generalization settings, network architecture, mixup-based RPL, curriculum learning strategy, feature visualizations, confusion matrices."
